url,smelly
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/slurm/ansible/playbooks/add_source_daemon.yaml,0
https://raw.githubusercontent.com/lexis-project/application-templates/master/common/noscheduler_job/playbooks/cancel_job.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/haproxy/linux/ansible/playbooks/delete.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/slurm/ansible/playbooks/start-ctld.yaml,0
https://raw.githubusercontent.com/lexis-project/application-templates/master/weather-climate/components/wps/playbooks/download_geog.yaml,1
https://raw.githubusercontent.com/laurentganne/tosca-samples/master/monitoring/client/types/impl/diamond/playbook/start.yml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/ntp/ansible/playbooks/add_target_ntp_server.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/yorc/yorc/linux/ansible/playbooks/configure_openstack_secrets.yml,0
https://raw.githubusercontent.com/lexis-project/application-templates/master/common/datatransfer/playbooks/movefile.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/yorc/yorc/linux/ansible/playbooks/configure_aws_secrets.yml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/terraform/linux/ansible/playbooks/delete.yml,0
https://raw.githubusercontent.com/lexis-project/application-templates/master/weather-climate/components/webdrops/playbooks/download_webdrops_data.yaml,0
https://raw.githubusercontent.com/laurentganne/tosca-samples/master/iterations/component/ansible/iterate.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/dns/dnsmasq/ansible/playbooks/create.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/haproxy/linux/ansible/playbooks/configure-route.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/docker/ansible/playbooks/start.yaml,0
https://raw.githubusercontent.com/laurentganne/tosca-samples/master/monitoring/client/types/impl/diamond/playbook/delete.yml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/traefik/ansible-linux/playbooks/delete.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/traefik/ansible-linux/playbooks/start.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/samples/tcp-echo/ansible/playbooks/echo-stop.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/traefik/ansible-linux/playbooks/stop.yaml,0
https://raw.githubusercontent.com/opentelekomcloud-blueprints/tosca-marketplace/main/scripts/ansible/get-url/scripts/configure.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/yorc/alien4cloud-yorc-provider/playbook/start.yml,0
https://raw.githubusercontent.com/radon-h2020/demo-tosca-blueprint-aws-lambda/master/playbooks/bucket_notification/create.yml,0
https://raw.githubusercontent.com/lexis-project/application-templates/master/common/datatransfer/playbooks/copysubdirtojobtask.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/traefik/ansible-linux/playbooks/configure_service_health_check.yaml,0
https://raw.githubusercontent.com/laurentganne/tosca-samples/master/monitoring/client/types/impl/diamond/playbook/stop.yml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/experimental/consul/linux/ansible/playbooks/consul_maint.yml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/dns/resolvconf/ansible/playbooks/remove_host.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/kubernetes/linux/ansible/playbooks/apps/dashboard/start.yaml,1
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/docker/containers/generic/playbooks/create.yaml,1
https://raw.githubusercontent.com/ystia/yorc-a4c-plugin/develop/tosca-samples/org/ystia/yorc/samples/DataTypes/linux/scripts/show_inputs.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/samples/tcp-echo/ansible/playbooks/echo-start.yaml,0
https://raw.githubusercontent.com/radon-h2020/demo-lambda-thumbgen-tosca-datapipeline/master/nodetypes/radon/nodes/nifi/nifipipeline/files/delete.yml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/kubernetes/linux/ansible/playbooks/commons/kubeadm/start.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/traefik/ansible-linux/playbooks/remove_route.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/kubernetes/linux/ansible/playbooks/apps/dashboard/create.yaml,1
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/haproxy/linux/ansible/playbooks/delete-route.yaml,0
https://raw.githubusercontent.com/radon-h2020/demo-lambda-thumbgen-tosca-datapipeline/master/single-node-example/nodetypes/radon/nodes/nifi/nifipipeline/files/stop.yml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/experimental/consul/linux/ansible/playbooks/consul_cleanup.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/kubernetes/linux/ansible/playbooks/worker/post_configure.yaml,0
https://raw.githubusercontent.com/ystia/yorc-a4c-plugin/develop/tosca-samples/org/ystia/yorc/samples/OrchestratorHost/ansible/playbooks/create.yml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/yorc/yorc/linux/ansible/playbooks/join_consul.yml,1
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/slurm/ansible/playbooks/configure-ctld.yaml,0
https://raw.githubusercontent.com/radon-h2020/demo-lambda-thumbgen-tosca-datapipeline/master/single-node-example/nodetypes/radon/nodes/nifi/nifiplatform/files/delete.yml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/haproxy/linux/ansible/playbooks/create.yaml,0
https://raw.githubusercontent.com/radon-h2020/demo-lambda-thumbgen-tosca-datapipeline/master/nodetypes/radon/nodes/nifi/nifiplatform/files/configure.yml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/experimental/consul/linux/ansible/playbooks/consul_start.yml,0
https://raw.githubusercontent.com/opentelekomcloud-blueprints/tosca-marketplace/main/mongodb/playbooks/mongodb_install.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/slurm/ansible/playbooks/post_configure_daemon.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/slurm/ansible/playbooks/configure-daemon.yaml,0
https://raw.githubusercontent.com/lexis-project/application-templates/master/common/datatransfer/playbooks/copy_to_staging_area_directory.yaml,0
https://raw.githubusercontent.com/radon-h2020/demo-lambda-thumbgen-tosca-datapipeline/master/single-node-example/nodetypes/radon/nodes/nifi/nifipipeline/files/create.yml,1
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/yorc/yorc/linux/ansible/playbooks/configure_ansible.yml,1
https://raw.githubusercontent.com/lexis-project/application-templates/master/weather-climate/components/wps/playbooks/install_drops2.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/traefik/ansible-linux/playbooks/create.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/munge/ansible/playbooks/stop.yaml,0
https://raw.githubusercontent.com/laurentganne/tosca-samples/master/monitoring/client/types/impl/diamond/playbook/connects_to_grafana.yml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/dns/resolvconf/ansible/playbooks/configure.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/nfs/linux/ansible/playbooks/create_client.yml,0
https://raw.githubusercontent.com/laurentganne/tosca-samples/master/monitoring/client/types/impl/diamond/playbook/configure.yml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/ntp/ansible/playbooks/configure.yaml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/nfs/linux/ansible/playbooks/stop_server.yml,0
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/ssl/ansible-ssl-certificates/playbooks/ca_installer/configure.yaml,0
