url,smelly
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/slurm/ansible/playbooks/add_source_daemon.yaml,false
https://raw.githubusercontent.com/lexis-project/application-templates/master/common/noscheduler_job/playbooks/cancel_job.yaml,false
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/haproxy/linux/ansible/playbooks/delete.yaml,false
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/slurm/ansible/playbooks/start-ctld.yaml,false
https://raw.githubusercontent.com/lexis-project/application-templates/master/weather-climate/components/wps/playbooks/download_geog.yaml,true
https://raw.githubusercontent.com/laurentganne/tosca-samples/master/monitoring/client/types/impl/diamond/playbook/start.yml,false
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/ntp/ansible/playbooks/add_target_ntp_server.yaml,false
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/yorc/yorc/linux/ansible/playbooks/configure_openstack_secrets.yml,false
https://raw.githubusercontent.com/lexis-project/application-templates/master/common/datatransfer/playbooks/movefile.yaml,false
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/yorc/yorc/linux/ansible/playbooks/configure_aws_secrets.yml,false
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/terraform/linux/ansible/playbooks/delete.yml,false
https://raw.githubusercontent.com/lexis-project/application-templates/master/weather-climate/components/webdrops/playbooks/download_webdrops_data.yaml,false
https://raw.githubusercontent.com/laurentganne/tosca-samples/master/iterations/component/ansible/iterate.yaml,false
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/dns/dnsmasq/ansible/playbooks/create.yaml,false
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/haproxy/linux/ansible/playbooks/configure-route.yaml,false
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/docker/ansible/playbooks/start.yaml,false
https://raw.githubusercontent.com/laurentganne/tosca-samples/master/monitoring/client/types/impl/diamond/playbook/delete.yml,false
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/traefik/ansible-linux/playbooks/delete.yaml,false
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/traefik/ansible-linux/playbooks/start.yaml,false
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/samples/tcp-echo/ansible/playbooks/echo-stop.yaml,false
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/traefik/ansible-linux/playbooks/stop.yaml,false
https://raw.githubusercontent.com/opentelekomcloud-blueprints/tosca-marketplace/main/scripts/ansible/get-url/scripts/configure.yaml,false
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/yorc/alien4cloud-yorc-provider/playbook/start.yml,false
https://raw.githubusercontent.com/radon-h2020/demo-tosca-blueprint-aws-lambda/master/playbooks/bucket_notification/create.yml,false
https://raw.githubusercontent.com/lexis-project/application-templates/master/common/datatransfer/playbooks/copysubdirtojobtask.yaml,false
https://raw.githubusercontent.com/ystia/forge/develop/org/ystia/traefik/ansible-linux/playbooks/configure_service_health_check.yaml,false
